Symbol,Series,Date,Prev Close,Open Price,High Price,Low Price,Last Price,Close Price,Average Price,Total Traded Quantity,Turnover,No. of Trades,Deliverable Qty,% Dly Qt to Traded Qty
TATASTEEL,EQ,14-Jun-22,991.95,988.25,1013.7,985.55,997.05,996.15,1001.17,7720260,7729330687,173596,2688330,34.82
TATASTEEL,EQ,15-Jun-22,996.15,953.95,974.25,950.65,960.5,959.55,961.7,9244333,8890289550,224117,2543989,27.52
TATASTEEL,EQ,16-Jun-22,959.55,975,975,898.2,898.65,901.7,931.04,12274105,11427723603,337857,3607296,29.39
TATASTEEL,EQ,17-Jun-22,901.7,898,927.4,895.5,907,906.7,912.33,12129026,11065731967,269485,3110853,25.65
TATASTEEL,EQ,20-Jun-22,906.7,905,905,842.65,865,861.4,861.47,13986689,12049109008,296336,3276359,23.42
TATASTEEL,EQ,21-Jun-22,861.4,875,895.5,864,882.55,884.8,876.6,12452697,10916019464,223878,3111526,24.99
TATASTEEL,EQ,22-Jun-22,884.8,872.95,873.85,835.7,836.8,838.1,849.47,10987739,9333787064,282263,2974060,27.07
TATASTEEL,EQ,23-Jun-22,838.1,840,855.95,827,840.75,841.3,841.5,11151584,9384044004,241728,2197275,25.27
TATASTEEL,EQ,24-Jun-22,841.3,850,864.75,844.65,851.8,852.85,853.23,8543381,7289500678,180026,1939222,22.7
TATASTEEL,EQ,27-Jun-22,852.85,870.5,878.85,863.05,867,867.85,870.4,7281473,6337792524,153032,1644273,22.58
TATASTEEL,EQ,28-Jun-22,867.85,866,884.4,860.4,880,878.9,873.85,8464733,7396932361,169907,1732375,20.47
TATASTEEL,EQ,29-Jun-22,878.9,870,888.8,868.5,879,881.6,881.03,7231847,6371473362,167663,1573597,21.76
TATASTEEL,EQ,30-Jun-22,881.6,881.5,894.5,863.3,864.5,867.05,877.46,8467209,7429607359,211151,2942932,34.76
TATASTEEL,EQ,01-Jul-22,867.05,866.95,875,859.1,871.2,872.85,866.84,5476189,4747001323,123156,1041330,19.02
TATASTEEL,EQ,04-Jul-22,872.85,868.5,871.2,843.3,854.9,854.55,851.17,7755441,6601228052,178798,1965344,25.34
TATASTEEL,EQ,05-Jul-22,854.55,862,879.2,857.8,859.95,860.15,868.56,7905829,6866701254,165787,1864477,23.58
TATASTEEL,EQ,06-Jul-22,860.15,858.45,861.1,838.05,859,858.15,847.67,8143971,6903395021,180324,1491518,18.31
TATASTEEL,EQ,07-Jul-22,858.15,867,906.55,858.5,906.5,900,881.13,11100794,9781286467,191485,2962368,26.69
TATASTEEL,EQ,08-Jul-22,900,917.9,917.9,880.5,885.25,885.9,889.86,11200063,9966519525,192857,2683729,23.96
TATASTEEL,EQ,11-Jul-22,885.9,885.2,929,875.05,912.9,912.75,907.93,15019334,13636472253,247195,2681161,17.85
TATASTEEL,EQ,12-Jul-22,912.75,904.9,915.95,893.6,902,902.1,902.2,10017505,9037768426,179371,1870728,18.67
TATASTEEL,EQ,13-Jul-22,902.1,905.95,914.2,900.65,903.7,904.85,906.95,7013511,6360873099,128092,1388458,19.8
TATASTEEL,EQ,14-Jul-22,904.85,910,911,895,908,908,903.26,7449858,6729154713,126538,1122046,15.06
TATASTEEL,EQ,15-Jul-22,908,905,910.3,877.5,884.05,883.8,891.31,8125351,7242237144,168508,2241082,27.58
TATASTEEL,EQ,18-Jul-22,883.8,897,908,892.25,904,904.3,900.76,7306081,6581015541,142942,1454738,19.91
TATASTEEL,EQ,19-Jul-22,904.3,901,921.9,901,920,919.45,916.94,8534158,7825312413,158735,2441360,28.61
TATASTEEL,EQ,20-Jul-22,919.45,935.95,938,925.2,926.5,928.45,931.58,7708865,7181425855,169795,2249623,29.18
TATASTEEL,EQ,21-Jul-22,928.45,930,938.85,924.5,936,934.3,933.79,5087714,4750878151,109848,1443140,28.37
TATASTEEL,EQ,22-Jul-22,934.3,942.5,944,932,935.9,936.05,938.09,4860894,4559941726,110550,1310512,26.96
TATASTEEL,BL,25-Jul-22,1297.85,936.05,936.05,936.05,936.05,936.05,936.05,993432,929902023.6,1,-,-
TATASTEEL,EQ,25-Jul-22,936.05,935,964.85,933.6,964.7,960.7,955.02,9963563,9515399224,205117,2098845,21.07
TATASTEEL,EQ,26-Jul-22,960.7,972,976.7,946.05,947.95,949.5,959.86,12626469,12119595066,228226,2835546,22.46
TATASTEEL,EQ,27-Jul-22,949.5,951,961.55,943.6,960.4,959.4,953.43,5255902,5011119638,144783,1525216,29.02
TATASTEEL,EQ,28-Jul-22,959.4,98.1,102,97.15,100.2,100.35,99.48,137156107,13644336927,628262,52403544,38.21
TATASTEEL,EQ,29-Jul-22,100.35,103,109.3,102.15,107.8,107.6,106.71,166959934,17816038805,618198,45709393,27.38
TATASTEEL,EQ,01-Aug-22,107.6,110.5,111.45,106.15,108.25,108.25,108.42,125365761,13592194356,468883,46049399,36.73
TATASTEEL,EQ,02-Aug-22,108.25,108,108,105.35,106.9,107,106.84,64935371,6937671692,279505,25645011,39.49
TATASTEEL,EQ,03-Aug-22,107,107,108.45,106,107.1,107.05,106.93,61428846,6568325455,235976,24921187,40.57
TATASTEEL,EQ,04-Aug-22,107.05,107.5,109.5,106.05,107.6,107.7,107.86,79526154,8577818116,275745,21960173,27.61
TATASTEEL,EQ,05-Aug-22,107.7,107.65,109.25,107.1,107.3,107.35,108.04,54469112,5885013963,179580,21748810,39.93
TATASTEEL,BL,08-Aug-22,936.05,107.35,107.35,107.35,107.35,107.35,107.35,19868640,2132898504,1,-,-
TATASTEEL,EQ,08-Aug-22,107.35,107.85,108.15,106.7,107.25,107.2,107.35,41384943,4442543902,162485,19609516,47.38
TATASTEEL,EQ,10-Aug-22,107.2,107.9,109.9,106.5,109.2,109.2,108.23,73880698,7996457230,241058,30712627,41.57
TATASTEEL,EQ,11-Aug-22,109.2,110.3,110.65,108.6,109,109.1,109.49,75321498,8247181080,215699,39381581,52.28
TATASTEEL,EQ,12-Aug-22,109.1,109.35,112.9,108.8,112.8,112.65,111.88,95942333,10733610778,307921,35326682,36.82
TATASTEEL,EQ,16-Aug-22,112.65,113.7,113.7,111.1,113,113,112.55,69207437,7789100717,238391,26290102,37.99
TATASTEEL,EQ,17-Aug-22,113,113.5,113.5,112.25,112.4,112.5,112.85,54008422,6094999818,207669,24020456,44.48
TATASTEEL,EQ,18-Aug-22,112.5,112.5,113,111.4,112.7,112.55,112.33,49396425,5548515768,179401,18286646,37.02
TATASTEEL,EQ,19-Aug-22,112.55,112.55,112.9,109.55,109.75,110.05,111.08,57134813,6346785641,227022,25346066,44.36
TATASTEEL,EQ,22-Aug-22,110.05,109.5,109.6,104.7,105.2,105.05,106.79,74037526,7906795316,402941,32951090,44.51
TATASTEEL,EQ,23-Aug-22,105.05,104.2,108.25,103.5,107.9,107.6,106.67,70531639,7523872407,262215,15384329,21.81
TATASTEEL,EQ,24-Aug-22,107.6,107.55,108.15,105.75,106.3,106.55,106.69,55686404,5941287674,247974,23873047,42.87
TATASTEEL,EQ,25-Aug-22,106.55,107.05,107.9,105.75,106.5,106.25,106.98,42186335,4513082705,172570,15482904,36.7
TATASTEEL,EQ,26-Aug-22,106.25,107.25,109.2,107.1,107.5,107.35,108.14,71257092,7705922708,215991,28899887,40.56
TATASTEEL,EQ,29-Aug-22,107.35,104.05,105.65,103.25,105.05,104.85,104.73,59895805,6272782501,301406,25491529,42.56
TATASTEEL,EQ,30-Aug-22,104.85,106.5,108.5,106.05,108.45,108.3,107.44,67401780,7241568191,194644,30716881,45.57
TATASTEEL,EQ,01-Sep-22,108.3,107,107.75,105.9,106.6,106.4,106.64,52454732,5593727757,216010,23378824,44.57
TATASTEEL,EQ,02-Sep-22,106.4,107,107,105,105.6,105.5,105.79,45601352,4824328208,199259,16669253,36.55
TATASTEEL,EQ,05-Sep-22,105.5,106.05,107.3,105.8,106.8,106.9,106.8,40352735,4309547187,151617,14171917,35.12
TATASTEEL,EQ,06-Sep-22,106.9,107.4,108.8,106.05,108.5,108.6,107.47,59505849,6395325841,188792,24885088,41.82
